"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24"
"1",0.025,1,1.00912051858723,0.942,0.943,0.927,0.36241343770039,0.420448542960921,0.376948655039639,0.403060309848663,-0.271311125991237,-29.916127518622,-30.0013110427016,0.947,0.962,0.943,2.10345568567562,2.43034502891578,2.17878411245687,2.3298162286048,-1.56817522287015,0.144311608601575,0.129095682900416,0.0438655064053723
"2",0.05,1,1.00555270098482,0.941,0.953,0.945,0.248088111048339,0.280968156057456,0.262873181014915,0.26946816491245,-0.199972351746092,-23.0061590745936,-23.0177321819965,0.946,0.957,0.948,1.4289272619046,1.62420591492602,1.51953366326977,1.55778932827025,-1.1557174368852,0.144311608601575,0.137679845837715,0.0499748200134589
"3",0.1,1,1.00473020010284,0.95,0.959,0.948,0.168429600942184,0.184786380078985,0.177140588645643,0.17523304891409,-0.146046087384524,-16.0628654037831,-16.1078711620065,0.948,0.962,0.952,0.973335081076864,1.06831095170292,1.02413016994733,1.0131026367898,-0.844231394959637,0.144311608601575,0.141747229937433,0.0605244896111757
"4",0.2,1,1.00034070848185,0.946,0.959,0.951,0.112188368234561,0.119702113611626,0.116294252335608,0.113100488776561,-0.0997341906324891,-9.1348607234676,-9.1899809254269,0.945,0.957,0.95,0.644256307050079,0.69189802733772,0.672215169175586,0.653664273160359,-0.576542489636738,0.144311608601575,0.14334124663971,0.0790511370964481
"5",0.25,1,1.00360059144241,0.936,0.949,0.949,0.0972507720893398,0.10279734477204,0.10279734477204,0.0967384124514094,-0.0873452473480607,-6.91619824360126,-6.96374940779952,0.947,0.957,0.957,0.558962850431698,0.594354834982998,0.594354834982998,0.559330223749368,-0.504933533043302,0.144311608601575,0.14359723919392,0.0881068363604868
"6",0.3,1,1.00139306266707,0.947,0.961,0.953,0.0856426324970536,0.092223063543314,0.0902668298407409,0.0870030406767957,-0.0789980663808096,-5.09702865050128,-5.13506796362008,0.945,0.962,0.96,0.493101562400216,0.533112595419939,0.521801400636001,0.502960774881489,-0.456666819666358,0.144311608601575,0.143739110530638,0.0967879512459267
"7",0.4,1,1.00167083412204,0.95,0.955,0.943,0.0686252624520031,0.0736286862851156,0.0713135485068978,0.0689479093156525,-0.0638784666914389,-2.22989215059903,-2.24890192036031,0.95,0.963,0.959,0.39476605707262,0.425652517965132,0.41226689639944,0.398621172572692,-0.369256869776094,0.144311608601575,0.143881064281418,0.111159456383014
"8",0.5,1,0.999553296220856,0.956,0.95,0.95,0.0593480441145561,0.061268073386461,0.061268073386461,0.0558296057632251,-0.0555597041936852,0.00560627513970675,-0.0041584146796428,0.958,0.964,0.964,0.338674970454748,0.354164741739692,0.354164741739692,0.322692588250568,-0.321140372633977,0.144311608601575,0.143904965745258,0.117078068475594
"9",0.6,1,0.999806156100427,0.951,0.96,0.95,0.0680499044580032,0.0731355647859838,0.0707612687086499,0.0636027209419939,-0.0687007404997407,2.23068368869043,2.2388359189901,0.949,0.955,0.952,0.393299286460595,0.422752988894382,0.409021376927126,0.367685942900967,-0.397106920418763,0.144311608601575,0.143863953469242,0.111368679523376
"10",0.7,1,1.00083239888674,0.936,0.957,0.951,0.0852350167936656,0.0917134836908641,0.089840136910957,0.0792977955086667,-0.0861269487566193,5.12322057554909,5.11517969170187,0.955,0.965,0.963,0.491199487720123,0.530169396713932,0.519340343978792,0.458395142320861,-0.497907117711277,0.144311608601575,0.143767698828207,0.0971362518743224
"11",0.75,1,1.00186874945856,0.945,0.96,0.96,0.096570247692164,0.10303975426408,0.10303975426408,0.0859879192032135,-0.0979673018226715,6.95198903209101,6.92164409797782,0.95,0.958,0.958,0.558682800128681,0.595697967331317,0.595697967331317,0.497179108461707,-0.566309442117338,0.144311608601575,0.143626151762256,0.088324331634853
"12",0.8,1,1.00451084000297,0.951,0.956,0.952,0.113379787246771,0.120700591776841,0.117360094817723,0.101118218600255,-0.113434525806505,9.19537558177404,9.16536482422566,0.948,0.966,0.959,0.650027768043384,0.697776326510034,0.678449783575085,0.584547191318057,-0.655804395626526,0.144311608601575,0.143354274874372,0.0790340300907466
"13",0.9,1,1.00511391842273,0.944,0.957,0.95,0.169144821661822,0.184272371726577,0.176738855803279,0.144724983832397,-0.174870045166026,16.1039571434893,16.1136294982541,0.951,0.957,0.954,0.973469537153865,1.06547418412149,1.02190050331458,0.836749608581467,-1.01102347332017,0.144311608601575,0.141805236895302,0.0606908120409758
"14",0.95,1,1.00453726914448,0.954,0.968,0.958,0.248367704970494,0.280979865849588,0.261562445142088,0.200662493818793,-0.269658359285851,23.0576094323237,22.9947816838663,0.949,0.959,0.948,1.43134718787821,1.62431717702777,1.5121205660462,1.15999607345665,-1.55899901642604,0.144311608601575,0.138256013984552,0.0497429398291749
"15",0.975,1,1.00565369608752,0.951,0.96,0.946,0.360112336296979,0.417920566375433,0.374041806813073,0.267225340283474,-0.401580401729725,30.1137131556958,29.9571507634828,0.959,0.968,0.953,2.08852250557818,2.41585916363234,2.16212482813316,1.54469713383737,-2.32140193923672,0.144311608601575,0.129863900724779,0.0436693139330755
