"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24"
"1",0.025,1,1.01983225933994,0.866,0.646,0.764,0.51016786845839,0.368496605900621,0.467461525049454,0.0916269864610167,-0.305636961965264,-19.5996398454005,-19.157691828431,0.771,0.646,0.754,2.66020084177697,2.14185498584074,2.7215780693424,0.524882729172133,-1.78156815282279,0.261047010382546,0.169913049759628,0.185129002984382
"2",0.05,1,0.99215969211302,0.929,0.868,0.904,0.49695107454776,0.547242278457362,0.588718832220641,0.46541628650584,-0.282979175686356,-16.4485362695147,-16.0813759185205,0.894,0.868,0.906,2.88779810485157,3.19004188751864,3.43079369527467,2.71179636664901,-1.64627417298124,0.261047010382546,0.211284655213143,0.165130555690391
"3",0.1,1,1.00117757019053,0.962,0.981,0.936,0.455559003754306,0.828803685181339,0.51425082143118,0.814364584201114,-0.306938091859218,-12.815515655446,-12.7201707496971,0.945,0.985,0.953,2.57937011763467,4.82226374839087,2.98929648766303,4.73841302034237,-1.78665113801324,0.261047010382546,0.230202541919612,0.156674914433239
"4",0.2,1,0.992934948181712,0.973,0.957,0.93,0.38913770538905,0.439677900065722,0.365204598613493,0.4056654668097,-0.27531083556009,-8.41621233572914,-8.42723719761662,0.959,0.963,0.934,2.17600417867744,2.55688972358943,2.12228062867301,2.3606544185338,-1.59815334059164,0.261047010382546,0.244696311170391,0.150199971040154
"5",0.25,1,0.990513865313863,0.962,0.963,0.963,0.368499723353971,0.402959312853752,0.402959312853752,0.365154724304114,-0.277941053197496,-6.74489750196082,-6.77936887692517,0.962,0.972,0.972,2.09547198806468,2.34250377800946,2.34250377800946,2.12362041804128,-1.61537110490254,0.261047010382546,0.247646474482691,0.148717256202967
"6",0.3,1,0.997929357889586,0.963,0.965,0.965,0.361292065429642,0.395646928214235,0.395646928214235,0.348173490799073,-0.288852741688819,-5.24400512708041,-5.33426154547179,0.958,0.966,0.966,2.01188482002232,2.29646077939392,2.29646077939392,2.0200367138612,-1.67961868391995,0.261047010382546,0.248978402798969,0.148261560583408
"7",0.4,1,1.00869569521089,0.966,0.952,0.967,0.348139354995778,0.350972633181615,0.374294429901124,0.298076815134124,-0.275576316958623,-2.533471031358,-2.58904877851848,0.962,0.953,0.968,1.94748602763524,2.04046848223155,2.17591796431388,1.73274173637851,-1.60186711356586,0.261047010382546,0.251845613272269,0.148445927737684
"8",0.5,1,1.00354924403168,0.957,0.965,0.965,0.340660446487032,0.385799066268018,0.385799066268018,0.32336628540465,-0.319254527415386,0,-0.0447095436841979,0.962,0.975,0.975,1.9074212617763,2.2416539442104,2.2416539442104,1.88024096316006,-1.85387365046938,0.261047010382546,0.251541860597974,0.149201460135603
"9",0.6,1,1.01122801155071,0.961,0.946,0.958,0.340667058813731,0.343490633236587,0.368124088983791,0.27219691226366,-0.293817597090124,2.533471031358,2.45388115007675,0.957,0.96,0.97,1.91844367026063,1.99690840368076,2.13931752349841,1.58154108249889,-1.70797799988177,0.261047010382546,0.251397641065526,0.151062212735081
"10",0.7,1,1.00302256065752,0.968,0.967,0.967,0.353700564000532,0.388168048456033,0.388168048456033,0.284253272498065,-0.349285765082574,5.24400512708041,5.10100101778854,0.963,0.973,0.973,1.99219939886062,2.25701278493715,2.25701278493715,1.65075427290792,-2.03202311770898,0.261047010382546,0.249400251152432,0.151805541400952
"11",0.75,1,1.00467365561289,0.966,0.967,0.967,0.362639020882594,0.402815686648609,0.402815686648609,0.273784652300845,-0.361977746681751,6.74489750196082,6.58700319980964,0.952,0.968,0.968,2.07244125589424,2.34047152257364,2.34047152257364,1.59258797377126,-2.10268071286543,0.261047010382546,0.248577591468266,0.151553049057222
"12",0.8,1,1.00440242002696,0.97,0.957,0.925,0.385365932774337,0.434498345498069,0.364170051632674,0.272180444201433,-0.401920309848199,8.41621233572914,8.20151951441108,0.955,0.967,0.935,2.15798532955803,2.52288698952425,2.11326813237406,1.58217276023888,-2.33385665493545,0.261047010382546,0.24477594613962,0.152359267627664
"13",0.9,1,0.988781990708894,0.961,0.989,0.942,0.457060888197421,0.834629858455935,0.516714131018124,0.302413166402106,-0.823910259427533,12.815515655446,12.4655653857737,0.942,0.995,0.945,2.57631755221198,4.85617147946271,3.00211727032664,1.7554039296152,-4.79476113331906,0.261047010382546,0.229914672787381,0.155615737265768
"14",0.95,1,1.00303698101807,0.933,0.855,0.891,0.501885440055564,0.553941494375418,0.594817718244207,0.277864345031391,-0.472666364421341,16.4485362695147,15.8670269318545,0.899,0.881,0.909,2.89796083952785,3.22450950771195,3.46115034822859,1.61574284222887,-2.75252100185532,0.261047010382546,0.205283397494776,0.164725467564704
"15",0.975,1,1.01907252815748,0.866,0.637,0.752,0.518880438586961,0.375359140217185,0.478826285091721,0.30264993900708,-0.100141118927993,19.5996398454005,18.9186960175118,0.768,0.639,0.747,2.7016035530178,2.18259569446488,2.78565699264268,1.76308735018401,-0.577390124101088,0.261047010382546,0.1645171162395,0.18595365610196
