"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24"
"1",0.025,1,1.00289388485909,0.941,0.953,0.938,0.153812761248482,0.173439730910908,0.161548759137162,0.165479413265722,-0.116718678685725,-19.5996398454005,-19.5797254302758,0.947,0.959,0.958,0.880672347080316,1.00243830657445,0.933607886693972,0.956450390334802,-0.674535696907595,0.249937776284887,0.245058298174139,0.128576978238714
"2",0.05,1,0.997555146542614,0.955,0.954,0.948,0.121361669737548,0.134704858152579,0.129563720909961,0.127803361851412,-0.0994290005997723,-16.4485362695147,-16.4512439834843,0.95,0.965,0.963,0.68979990389083,0.778545438709266,0.748765320706411,0.738712625132721,-0.57453460497276,0.249937776284887,0.247203749451961,0.129442035328208
"3",0.1,1,0.997033785317212,0.947,0.956,0.954,0.0975657549244526,0.105939978202736,0.103909402272506,0.0992274295078416,-0.0854198304041591,-12.815515655446,-12.8052790114414,0.944,0.965,0.96,0.560066196333426,0.612111017238481,0.600413561549228,0.573298006876861,-0.493635921189526,0.249937776284887,0.248515051611522,0.131582455535253
"4",0.2,1,0.998449669743543,0.951,0.953,0.957,0.0804390046530456,0.0852196602349879,0.0866062868685445,0.0789020887039924,-0.0740678151894488,-8.41621233572914,-8.42342150478965,0.947,0.95,0.952,0.463231327887396,0.492527496165494,0.500538253242247,0.456032191655474,-0.4280614062718,0.249937776284887,0.249225233280797,0.134525715461673
"5",0.25,1,0.998174359971059,0.948,0.957,0.963,0.076376725239722,0.0806274860868284,0.0819713919362259,0.0744590266377486,-0.070715651033518,-6.74489750196082,-6.74227378099755,0.953,0.963,0.968,0.439634700731953,0.46597159945053,0.473729725805471,0.430323000153336,-0.408655520684148,0.249937776284887,0.249313472729718,0.135407453984552
"6",0.3,1,0.998041895735211,0.944,0.952,0.952,0.0736315102981329,0.0784419966185396,0.0784419966185396,0.0724413970334348,-0.0694717803999975,-5.24400512708041,-5.24445064036179,0.946,0.954,0.954,0.421304599563438,0.453301108050612,0.453301108050612,0.41862161227594,-0.401458554797319,0.249937776284887,0.249398890302643,0.13606071573388
"7",0.4,1,0.997538020522833,0.942,0.958,0.958,0.0707338443270873,0.0760972546277034,0.0760972546277034,0.0697782963759711,-0.0680646561305705,-2.533471031358,-2.53029988491639,0.946,0.955,0.955,0.410220257522296,0.439807460150883,0.439807460150883,0.40330091084497,-0.393367056852459,0.249937776284887,0.249485704006927,0.136741267988439
"8",0.5,1,0.997799308288852,0.945,0.957,0.957,0.0702378700080819,0.0760674684490437,0.0760674684490437,0.0691910272857759,-0.0686609386057171,0,0.0177485873609003,0.953,0.971,0.971,0.404263591721618,0.439584248934644,0.439584248934644,0.399851745376819,-0.396772404631263,0.249937776284887,0.249495153768231,0.137112011551957
"9",0.6,1,0.998627221427212,0.948,0.966,0.966,0.0704697764443863,0.0756912939123761,0.0756912939123761,0.0675255205961086,-0.0697095516217612,2.533471031358,2.54203302242104,0.947,0.964,0.964,0.407165736081165,0.437411599199923,0.437411599199923,0.390253244213452,-0.402864362858304,0.249937776284887,0.249466155220701,0.137127948126634
"10",0.7,1,0.998606823901083,0.951,0.966,0.966,0.073762991493265,0.0793246507499265,0.0793246507499265,0.0697987327801208,-0.0730833508572201,5.24400512708041,5.25829697769831,0.958,0.961,0.961,0.425655647876178,0.458454681384804,0.458454681384804,0.403372755707865,-0.42239239885767,0.249937776284887,0.249391052807002,0.136728179982911
"11",0.75,1,0.997310571319873,0.948,0.959,0.962,0.0761468146269213,0.0803570109977196,0.0814880910629941,0.0698463356753096,-0.0744606090329584,6.74489750196082,6.7560381721431,0.943,0.957,0.958,0.436925115283312,0.464394808981571,0.470930533062194,0.403695133417995,-0.430257771278952,0.249937776284887,0.249316674606381,0.136291464146737
"12",0.8,1,0.998846963545732,0.949,0.958,0.96,0.0800375888527584,0.0849187812884401,0.0862953278223438,0.0727744136521831,-0.0787428136391706,8.41621233572914,8.42006387779698,0.936,0.958,0.959,0.458595132538119,0.490729851344096,0.498691242518928,0.420572535282659,-0.455034361662991,0.249937776284887,0.24921789196122,0.135544432071898
"13",0.9,1,0.999791376016545,0.95,0.958,0.96,0.0961221101082565,0.104753302887261,0.102577581429667,0.0847806426243247,-0.0981659498754619,12.815515655446,12.8074262136502,0.952,0.96,0.957,0.55500608005547,0.60532450776997,0.592747331213398,0.489962091306404,-0.567255855145644,0.249937776284887,0.248558201994387,0.132826911861662
"14",0.95,1,1.00349750430081,0.937,0.944,0.933,0.121291677475456,0.134280824506355,0.129676583707731,0.101121518731208,-0.127322152545968,16.4485362695147,16.4286374823256,0.95,0.966,0.956,0.692600698963505,0.776221874707342,0.749659374202781,0.5846111016191,-0.735963925607976,0.249937776284887,0.247142936314799,0.130424141023457
"15",0.975,1,1.00577243321061,0.937,0.952,0.94,0.154086848392378,0.176892221332718,0.16402156885892,0.11615022074659,-0.168923685043677,19.5996398454005,19.5681414648152,0.95,0.967,0.962,0.885840182573506,1.02247813745054,0.948147985025159,0.671336682156239,-0.976382010638958,0.249937776284887,0.244865568142096,0.128642521413332
